ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,Sources,alt_translation1
XV000340,kgv,Jawaca yumene ma kadenenun kahen.,,,That Javanese man has long body hair.,,,,SN000557,Fajaria Yarkuran,Laki-laki Jawa itu dia punya bulu-bulu badan panjang.
XV000341,kgv,Kadera yume gedungkin.,,,That chair belongs to the village building.,,,,SN000558,Fajaria Yarkuran,Kursi itu gedung punya.
XV000342,kgv,Bapak Agusa kadokparin.,,,Mister Agus sells sarongs.,,,,SN000559,Fajaria Yarkuran,Bapak Agus yang jual kain.
XV000343,kgv,Emumur Tamisenkadok toni...,emumur\tTamisen\t-kadok\ttoni\t...,mother; aunt; adult woman\tAntalisa\tside; part\tsay; want; think\t,The women from Antalisa said...,,,,SN000560,narr2 305.1,Mama-mama dari Antalisa bilang...
XV000344,kgv,An bo kahalong-kahalongpotma reba.,,,I go cut kahalong-kahalong plant.,,,,SN000563,Fajaria Yarkuran,Saya pi potong kayu ular.
XV000345,kgv,"An yar kerunggo melalu, kahamanan ning.",,,"I sat on a stone, my bottom hurts.",,,,SN000564,Fajaria Yarkuran,"Saya duduk di atas batu, saya pu pantat sakit."
XV000346,kgv,Som yumene kahamanpos luas.,,,That person has a wide anus.,,,,SN000565,Fajaria Yarkuran,Orang itu dia punya lubang pantat luas.
XV000347,kgv,Os Kamburkadok me kahen.,,,The beach at Kambur is long.,,,,SN000567,Fajaria Yarkuran,Pasir di Kambur itu panjang.
XV000348,kgv,Tali me kahen.,,,Tali is tall.,,,,SN000567,Fajaria Yarkuran,Tali is tall.
XV000349,kgv,Sakina waruotkinde ladanunara kahetma.,,,"Sakina wants to swim, she takes of her clothes.",,,,SN000568,Fajaria Yarkuran,Sakina mau mandi dia buka baju.
XV000350,kgv,Fatima mu bo kairep teba.,,,Fatima and family go collect firewood.,,,,SN000570,Fajaria Yarkuran,Fatima dorang pigi ambil kayu bakar.
XV000351,kgv,Wa me kariak kaia kon untuk emumur kalo tumun amkeiret mu wara nanet.,,,"This is blood medicine for mothers, when they have given birth they drink this.",,,,SN000570,narr36 1.1,"Ini satu obat darah, untuk mamama kalo melahirkan mereka minum ini."
XV000352,kgv,Kai kala pusunara welekuar.,,,Kai kala plant's flowers (can be) cooked (like) vegetables.,,,,SN000571,Fajaria Yarkuran,Kayu turi itu bunga yang masak sayur.
XV000353,kgv,Kai modar me arun se temun.,,,The marungga tree has become big.,,,,SN000574,Fajaria Yarkuran,Pohon marunggu itu dia punya pohon besar.
XV000354,kgv,Kai taul me parairte lele.,,,The cannonball tree broke and flew away.,,,,SN000575,Fajaria Yarkuran,Kayu buah besar itu dia pica terbang.
XV000355,kgv,Kewe ma me kain.,,,That is your house.,,,,SN000576,Fajaria Yarkuran,Rumah itu kamu punya.
XV000356,kgv,Kainasu me tok sawaunin.,,,The ananas isn't ripe yet.,,,,SN000577,Fajaria Yarkuran,Nenas itu belum tua.
XV000357,kgv,Baki Tanggiun me kaituki kuskapten me reidak.,,,At Baki Tanggiun there are many black shells.,,,,SN000579,Fajaria Yarkuran,Di Baki Tanggiun itu keong hitam itu banyak.
XV000358,kgv,In bo tabuonkajie reba Maska.,,,We go pick shells at Mas.,,,,SN000580,Fajaria Yarkuran,Kitong pigi pili ciput lagi di Mas.
XV000359,kgv,Im ewun me kalabet reidak.,,,There are many earthworms at the banana tree.,,,,SN000581,Fajaria Yarkuran,Di pohon pisang itu cacing tanah banyak.
XV000360,kgv,Kalamang lempuang owane.,,,Kalamang island is over there.,,,,SN000583,Fajaria Yarkuran,Pulau Karas yang di sana itu.
XV000361,kgv,"Ka kalamangmangat komahal, kamun garungin.",,,"You don't know the Kalamang language, don't speak.",,,,SN000585,Fajaria Yarkuran,"Kamu tidak tahu bahasa Kalamang, jangan kamu bicara."
XV000362,kgv,Kiba emun mu kalaorun temun.,,,Kiba's mother's family has a big area in front of the house.,,,,SN000586,Fajaria Yarkuran,Kiba pu mama dong pu depan besar.
XV000363,kgv,Kalap karimun owane.,,,The sugarcane cape is overthere.,,,,SN000587,Fajaria Yarkuran,Tanjung alangalang yang di sana.
XV000364,kgv,Tabuon wa me se iriskapte kalarten. Muap se kalar.,,,The food is ready.,,,,SN000588,Fajaria Yarkuran ; Fajaria Yarkuran,Ciput ini sudah putih memang. ; Makanan su siap.
XV000365,kgv,Tumun me kalawensawe.,,,That child is very soft.,,,,SN000592,Fajaria Yarkuran,Anak itu lembek sekali.
XV000366,kgv,Ma kaleuna ning.,,,He has a kidney-disease.,,,,SN000593,Fajaria Yarkuran,Dia punya paru-paru yang sakit.
XV000367,kgv,An padamualat repte kalifan paruotkin.,,,"I'm getting pandandus, I want to make a mat.",,,,SN000594,Fajaria Yarkuran,Saya ambil daun tikar mau bikin tikar.
XV000368,kgv,Afdal mu bora et kalingda emun sem.,,,"Afdal and his frends went to shake the canoe, his mother was afraid.",,,,SN000595,Fajaria Yarkuran,Afdal dong pigi perahu miring dia pu mama takut.
XV000369,kgv,Tol esun kalingjiere bo warkin.,,,"Tol's father buys fishing hooks, he wants to go fishing.",,,,SN000596,Fajaria Yarkuran,Tol pu bapak beli matakail mau pigi pancing.
XV000370,kgv,Unyil emun mu kaling temun se durcie.,,,Unyil's mother's big frying pan has a hole.,,,,SN000597,Fajaria Yarkuran,Unyil pu mama dong pu koali besar su berlubang.
XV000371,kgv,Ruslan taraun kaliwat kewe mulko kawaya.,,,Ruslan's grandmother planted root vegetables next to the house.,,,,SN000598,Fajaria Yarkuran,Ruslan pu nene tanam kumbili di pinggir rumah.
XV000372,kgv,Kaliskin ye ge?,,,Will it rain?,,,,SN000599,Fajaria Yarkuran,Mau hujan ka tidak?
XV000373,kgv,Kalis our.,,,It's raining.,,,,SN000600,Fajaria Yarkuran,Hujan turun.
XV000374,kgv,Kalis sasarawe.,kalis\tsasarawe\t.,rain\t\t,It's drizzling.,,,,SN000601,Fajaria Yarkuran,Hujan gerimis.
XV000375,kgv,Kalis tanggira he osangga bara urat namot.,,,The rainbow that comes down from there blocks the wind.,,,,SN000602,Fajaria Yarkuran,Pelangi yang sudah turun dari sana peli angin.
XV000376,kgv,Suo me kalkalet reidak.,,,At Suo there are many mosquitos.,,,,SN000603,Fajaria Yarkuran,Di Suo itu nyamuk banyak.
XV000377,kgv,Dian tarauna rorkalolan deba.,,,Dian's grandfather is measuring wood with a plumb rule.,,,,SN000604,Fajaria Yarkuran,Dian pu tete dia sipat kayu.
XV000378,kgv,Taberak ma me tok kalomun.,,,The jackfruit is still unripe.,,,,SN000607,Fajaria Yarkuran,Nangka itu masih muda.
XV000379,kgv,Bayu keweun me kalot eir.,,,Bayu's house has two rooms.,,,,SN000608,Fajaria Yarkuran,Bayu pu rumah itu kamar dua.
XV000380,kgv,"Alif me ma muapninda, ma kaloum.",,,"Alif doesn't eat, his body is weak.",,,,SN000609,Fajaria Yarkuran,"Alif itu tidak makan, badan lombo."
XV000381,kgv,Moktar esun Terarko warat kalour.,,,Moktar's father prohibited the harvest of his coconuts at Terar.,,,,SN000610,Fajaria Yarkuran,Moktar pu bapa sasi kelapa di Tetar.
XV000382,kgv,Supri emun kalunguna gosomin.,,,Supri's mother's necklace disappeared.,,,,SN000612,Fajaria Yarkuran,Supri pu mamapu ranting hilang.
XV000383,kgv,Ma reitkon purawi anat kamaet.,,,She sent me one hundred fifty [thousand] rupiah.,,,,SN000613,conv12 64.1,Dia kirim saya seratus lima puluh.
XV000384,kgv,Abas emun mu kaman karimunggoa amdirat paruo.,,,Abas's mother's family are making a garden on the cape with grass.,,,,SN000614,Fajaria Yarkuran,Abas pu mama dong bikin kebun di tanjung alang-alang.
XV000385,kgv,Sara kaman mat paruo bolun patiwatin.,,,"Sara is affected by kaman-disease, her lips are sore.",,,,SN000615,Fajaria Yarkuran,Sara songer bikin dia pu mulut bibir luka-luka.
XV000386,kgv,Alun mu kamandikomainde natkin.,,,Alun's family are stabbing kamandi to eat.,,,,SN000616,Fajaria Yarkuran,Alun dong tikam ikan durian mau makan.
XV000387,kgv,Moktar esun me kamanget.,,,Moktar's father is a medicine man.,,,,SN000618,Fajaria Yarkuran,Moktar pu bapa itu dukun.
XV000388,kgv,Toran me kamaser reidak.,,,At Toran there are many orchids.,,,,SN000619,Fajaria Yarkuran,Di Toran itu angrek banyak.
XV000389,kgv,Dian esun mu Kambala owa fer paruo.,,,Dian's father's family are putting up fish traps at Kambala.,,,,SN000620,Fajaria Yarkuran,Dian pu bapak dorang pasang seru di Kambala.
XV000390,kgv,Kambanau me tanggor nenekoa reidak.,,,There are many waspfish in the mangrove.,,,,SN000621,Fajaria Yarkuran,Ikan itu banyak di dalam manggi-manggi.
XV000391,kgv,Irjan esun kamel komain.,,,Irjan's father stabbed a stingray.,,,,SN000624,Fajaria Yarkuran,Irjan pu bapak tikam ikan pari.
XV000392,kgv,Muklis esun kamelkir etkoni komain.,,,Muklis's father stabbed one black-spotted stingray.,,,,SN000625,Fajaria Yarkuran,Muklis pu bapak tikam ikan pari parut-parut satu ekor.
XV000393,kgv,Kamel muradik me Terarko reidak.,,,At Terarko there are many manta rays.,,,,SN000626,Fajaria Yarkuran,Pari burung itu di Tetar banyak.
XV000394,kgv,Mama Jawa turi pasieko ma kamen.,,,"Mother Java fell in the sea, she's wet.",,,,SN000627,Fajaria Yarkuran,Mama Jawa jatuh di air garam dia basah.
XV000395,kgv,Hawa kamfor giartenat koni jie.,,,Hawa bought one new stove.,,,,SN000629,Fajaria Yarkuran,Hawa beli kopor baru satu.
XV000396,kgv,Madi emun kamualpotma minggi sorkiskin.,,,Madi's mother cuts pandanus to wrap fish with.,,,,SN000631,Fajaria Yarkuran,Madi pu mama potong daun tikar mau bungkus ikan.
XV000397,kgv,Tumtum loskerunggo kamuamual marok teba.,,,The kids are fishing needlefish from the dock.,,,,SN000632,Fajaria Yarkuran,Anak-anak pancing ikan serui di jembatan.
XV000398,kgv,Esa me he kamun.,,,Father is a widower.,,,,SN000633,Fajaria Yarkuran,Pace itu sudah duda.
XV000399,kgv,Kamung sakarip se gosomin.,,,The iron of the dibble stick is gone.,,,,SN000634,Fajaria Yarkuran,Besi linggis sudah hilang.
XV000400,kgv,Kanaisasen epbon.,,,A school of striped fish.,,,,SN000637,Fajaria Yarkuran,Ikan garis-garis dengan kawan.
XV000401,kgv,Suster mu kanaisasenat Tuburasapka marua parin.,,,The nurse and her family came from Tuburuasa to sell pili nuts.,,,,SN000638,Fajaria Yarkuran,Suster dong dari Tuberuasa datang jual isi kenari.
XV000402,kgv,Nyong esun mu Kanstanganggoa kibi paruo.,,,Nyong's mother and they are processing sea cucumbers at Kanastangan.,,,,SN000641,Fajaria Yarkuran,Nyong pu bapak dong bikin teripang di Kanastangan.
XV000403,kgv,"Sor me kangun reidak, an sukanangge.",,,"That fish has a lot of bones, I don't like it.",,,,SN000643,Fajaria Yarkuran,"Ikan ini punya tulang banyak, saya tidak suka."
XV000404,kgv,Mayor sadawaun me kang.,,,Mayor's machete is sharp.,,,,SN000644,Fajaria Yarkuran,Mayor punya parang itu tajam.
XV000405,kgv,Mun kanguna Dalimat komain.,,,A lime thorn pricked Dalima.,,,,SN000646,Fajaria Yarkuran,Duri lemon tikan Dalima.
XV000406,kgv,Arlan taraun kanggaranpale reba.,,,Arlan's grandfather is weaving a bamboo floor.,,,,SN000647,Fajaria Yarkuran,Arlan pu tete anyam lantai bambu.
XV000407,kgv,Tamandia pasierko kanggeit.,,,Tamandi is playing in the sea.,,,,SN000649,Fajaria Yarkuran,Tamandi yang main di air garam.
XV000408,kgv,Tumtum me gol kanggeirunsaet.,,,The kids are only playing football.,,,,SN000650,Fajaria Yarkuran,Anak-anak itu bermain bola saja.
XV000409,kgv,Rehan kanggeirun he ten.,,,Rehan's toy is broken.,,,,SN000651,Fajaria Yarkuran,Rehan pu permainan su rusak.
XV000410,kgv,Kanggirun patin.,,,She has a wound on her eye.,,,,SN000654,Fajaria Yarkuran,Dia pu mata luka.
XV000411,kgv,Ma kanggir nenen mawal.,,,He has thick eyelashes.,,,,SN000655,Fajaria Yarkuran,Dia pu bulu mata tebal.
XV000412,kgv,"Go he saun, Dalima he kanggir pop.",,,"It's evening, Dalima is tired.",,,,SN000656,Fajaria Yarkuran,"Su malam, Dalima su mengantuk."
XV000413,kgv,Suci kanggir pulun patin.,,,Suci has a wound on her eyelid.,,,,SN000657,Fajaria Yarkuran,Suci pu alis mata luka.
XV000414,kgv,Tumun yumene kanggirun saun.,,,That kid is blind.,,,,SN000658,Fajaria Yarkuran,Anak itu dia punya mata buta.
XV000415,kgv,Jawawas yumene kanggirar laus bolon.,,,That Javanese woman has a slightly broad face.,,,,SN000660,Fajaria Yarkuran,Perempuan Jawa itu muka lebar sedikit.
XV000416,kgv,Rajiba emun kanggir narun ning.,,,Rajiba's mother's eyeball hurts.,,,,SN000661,Fajaria Yarkuran,Rajiba pu mama dia pu biji mata sakit.
XV000417,kgv,Fit pasat kuarta kangguar.,,,Fit cooked rice (but) it's undercooked.,,,,SN000663,Fajaria Yarkuran,Fit masak nasi tapi mantah.
XV000418,kgv,Nazuwa kanggurun temun.,,,Nuzuwa has a big mouth.,,,,SN000664,Fajaria Yarkuran,Nazuwa punya suara besar.
XV000419,kgv,"Mayor muawi koyet, ma kanggursau reba.",,,"Mayor has finished eating, he's rinsing his mouth.",,,,SN000665,Fajaria Yarkuran,"Mayor habis makan, dia kumur-kumur mulut."
XV000420,kgv,Nostal et kanggurunara desil.,,,Nostal is planing the inside of the canoe.,,,,SN000666,Fajaria Yarkuran,Nostal desil dalam perahu.
XV000421,kgv,An ketelesat nara kanggusan nauware.,,,"I'm eating maize, my jaw is tired.",,,,SN000667,Fajaria Yarkuran,Saya makan jagung saya punya dagu lelah.
XV000422,kgv,Madi emun kiemkangjie.,,,Madi's mother is sewing the rim of a basket.,,,,SN000668,Fajaria Yarkuran,Madi pu mama jahit keranjang.
XV000423,kgv,Ngais turta kor kangun nerunggo ning.,,,"Ngais fell, the inside of her leg bone hurts.",,,,SN000672,Fajaria Yarkuran,Ngais jatuh dia pu tulang kaki di dalam sakit.
XV000424,kgv,Burhan bo karek repte kai kanie reba.,,,Burhan went to get string to tie firewood.,,,,SN000673,Fajaria Yarkuran,Buran pi ambil tali ikat kayu bakar.
XV000425,kgv,Hukat kon anggon yua me paruo dongdongkaning.,hukat\tkon\tanggon\tyua\tme\tparuo\tdong\t-[...]\t-kaning\t.,fish net\tone\t1SG.POSS\tPROX\tTOP\tdo; make\tchewy; tense\tRED\tvery\t,"This fishnet of mine, make it very tense.",,,,SN000674,conv5 46.1,Jaring saya punya itu kasih tarei.
XV000426,kgv,"Kokok tumtum et putkon ba etkon lalat, tok et kaninggonie.",,,"There were ten chicks, but one died, there are still nine.",,,,SN000675,Fajaria Yarkuran,"Anak-anak ayam sepuluh ekor tapi mati satu, tinggal sembilan."
XV000427,kgv,Suagi et kansuor.,,,Four tuna's.,,,,SN000676,Fajaria Yarkuran,Ikan komu empat ekor.
XV000428,kgv,Kanung me ma kat nenekoa tua.,,,The tortoise lives inside a lake.,,,,SN000677,Fajaria Yarkuran,Tataruga dia itu hidup di dalam telaga.
XV000429,kgv,Esa anggon me kanusun se raman.,,,My father already has six ancestors.,,,,SN000678,Fajaria Yarkuran,Saya punya bapak itu dia punya moyang sudah enam.
XV000430,kgv,Sara bo kanyuotkowar teba.,,,Sara is diving for clams,,,,SN000679,Fajaria Yarkuran,Sara pi menyelam ciput bia.
XV000431,kgv,Ladanan ma me he kap.,,,My shirt is rotten.,,,,SN000680,Fajaria Yarkuran,Saya punya baju itu sudah lapuk.
XV000432,kgv,Ya olun lenggalenggainggap.,ya\tolun\tlenggalengga\t=in\t-ggap\t.,yes\tleaf\tchilli\t=poss\tSIM\t,Its leaves are like chili's leaves.,,,,SN000681,conv20 441.1,Dia pu daun macam rica punya.
XV000433,kgv,Wiseme in tok kinkinun me kapal rorjie in tok wa ba kona.,,,"Before when we were still young, we went to watch the ship that came to buy wood.",,,,SN000682,Fajaria Yarkuran,Dulu itu kitong masih kecil-kecil kapal beli kayu kitong baru lihat.
XV000434,kgv,Kapapet me kewe sabarak inggon me reidak.,,,There are many glassy sweepers under our house.,,,,SN000683,Fajaria Yarkuran,Ikan kecil itu di kitong pu kolom rumah itu banyak.
XV000435,kgv,Som yume kapis mat na.,,,That person is suffering from scabies.,,,,SN000685,Fajaria Yarkuran,Orang itu garai makan dia.
XV000436,kgv,Kambur me kapuk aremun arkon metko.,,,At Kambur there is a big kapok tree.,,,,SN000686,Fajaria Yarkuran,Di Kambur itu ada pohon kapok besar satu di situ.
XV000437,kgv,Et me karainkin ye?,,,Is that your own canoe?,,,,SN000690,Fajaria Yarkuran,Perahu itu kamu sendiri punya ka?
XV000438,kgv,Supri esun kewekarajang deba.,,,Supri's father is building a house.,,,,SN000691,Fajaria Yarkuran,Supri pu bapak kerja rumah.
XV000439,kgv,Ma donpaningde kuat ba ma karamesnin.,,,"He's always asking for stuff, he isn't shy.",,,,SN000695,Fajaria Yarkuran,Dia baminta kuat tapi dia tara malu.
XV000440,kgv,Ror wa me karan.,,,That wood is hard.,,,,SN000697,Fajaria Yarkuran,Kayu ini keras.
XV000441,kgv,Karanjang sorkarek.,,,A rotan basket.,,,,SN000698,Fajaria Yarkuran,Karanjang rotan.
XV000442,kgv,Panggala yuwa me karaok.,,,This cassava is crushed.,,,,SN000699,Fajaria Yarkuran,Ubi kayu ini hancur.
XV000443,kgv,Dian emun me kadenun temun ba ma he karaonggis.,,,Dian's mother had a big body but she's thin again.,,,,SN000700,Fajaria Yarkuran,Dian pu mama itu badan besar tapi su kurus.
XV000444,kgv,An sadawan yuwa me karaonggis.,,,My machete is blunt.,,,,SN000701,Fajaria Yarkuran,Saya punya parang ini tumpul.
XV000445,kgv,Karek mat kokarap.,,,The rope is wrapped around it.,,,,SN000702,Fajaria Yarkuran,Tali su linkar dia.
XV000446,kgv,Karariem epkona ram neko.,,,There is a school of surgeonfish in the coral.,,,,SN000705,Fajaria Yarkuran,Ikan satu kawan di dalam karang.
XV000447,kgv,Jikri pinganat puei kararma.,,,Jikri broke the plate.,,,,SN000706,Fajaria Yarkuran,Jikri pukul piring kasi pica.
XV000448,kgv,In metko mambarar kip mengga tiri mia in kararu.,,,"We were standing there, a snake came slithering, we ran off.",,,,SN000707,Fajaria Yarkuran,"Kita berdiri di sana, ular lari datang di situ, kitong lari."
XV000449,kgv,"Burhan sarimat sarara, karabar reidak.",,,"Burhan climbed the guava, there were many red ants.",,,,SN000708,Fajaria Yarkuran,"Burhan panjat jambu la, semut merah banyak."
XV000450,kgv,An karek madongde dodon masatkin.,,,I stretched a rope (because) I wanted to dry clothes.,,,,SN000709,Fajaria Yarkuran,Saya kasih tarei tali mau jemur pakaian.
XV000451,kgv,Musim kemanur me kareng se mambon.,,,When it is west wind season there are frogs.,,,,SN000712,Fajaria Yarkuran,Musim barat itu katak sudah ada.
XV000452,kgv,Bobi emun sortupta karer korek.,,,"Bobi's mother is poisoning fish, the karer fish died.",,,,SN000714,Fajaria Yarkuran,"Bobi pu mama bori ikan, ikan kecil itu mati."
XV000453,kgv,Esnem desa rorat wuorma eba ma karok.,,,"The village head cut down a tree, then he cut off the branches.",,,,SN000719,Fajaria Yarkuran,Pace desa tebang kayu baru dia potong-potong cabang-cabang.
XV000454,kgv,Wie ime karoun ur koura ma kawarcie.,,,"That mango, the wind blew and its branch broke off.",,,,SN000720,Fajaria Yarkuran,Mangga itu anggin tiup dia pu cabang pata.
XV000455,kgv,Halima rusat karop.,,,Halima shot a deer with an arrow.,,,,SN000721,Fajaria Yarkuran,Halim dia panah rusa.
XV000456,kgv,Tanisa kerung me saunet me karop reidak.,,,"In the tanisa tree, when it's evening there are many fireflies.",,,,SN000723,Fajaria Yarkuran,Di pohon ketapang itu kalo malam itu kunang-kunang banyak.
XV000457,kgv,Mena se go girgriet me karop-karop se ewa.,,,Later in the afternoon the bee-eaters call.,,,,SN000724,Fajaria Yarkuran,Nanti sore itu kirik-kirik sudah mulai ada.
XV000458,kgv,Dian taraun bo warkin ba ma tok kararjie reba.,,,Dian's grandmother wanted to go fishing but she went collecting hermit crabs first.,,,,SN000725,Fajaria Yarkuran,Dian pu nenek mau pi pancing tapi dia pilih kumang dulu.
XV000459,kgv,In bo karuanat potma eba perat di neko.,,,"We went to cut bamboo, then put water inside.",,,,SN000727,Fajaria Yarkuran,Kitong pi potong bambu besar baru isi air.
XV000460,kgv,An sorat karuar.,,,I smoke-dry fish.,,,,SN000728,Fajaria Yarkuran,Saya asar ikan.
XV000461,kgv,An kaiat karuar.,,,I smoke-dry wood.,,,,SN000728,Fajaria Yarkuran,Saya asar kayu.
XV000462,kgv,An sorat karuarkeitko maraouk.,,,I put fish on the drying rack.,,,,SN000729,Fajaria Yarkuran,Saya taruh ikan di atas asaran.
XV000463,kgv,An sorat karuoi sair.,,,I bake three fish.,,,,SN000731,Fajaria Yarkuran,Saya bakar ikan tiga ekor.
XV000464,kgv,Sakina tanun tektek kosara karyak.,,,"A knife hit Sakina's hand, there was blood.",,,,SN000732,Fajaria Yarkuran,Sakina pu tangan pisau kenal darah.
XV000465,kgv,Mustafa emun mu kasabiti reidak.,,,Mustafa's mother and family have many squashes.,,,,SN000734,Fajaria Yarkuran,Mustafa pu mama dorang labu banyak.
XV000466,kgv,Irjan esun kasalong kein deba.,,,Irjan's father is making a two-pointed spear.,,,,SN000735,Fajaria Yarkuran,Irjan pu bapak bikin ulu kalawai.
XV000467,kgv,Kasamina ewa.,,,The bird is calling.,,,,SN000737,Fajaria Yarkuran,Burung yang suara.
XV000468,kgv,Kahamin naun getgetkadok amkeit.,,,The ground-bird is laying eggs.,,,,SN000738,Fajaria Yarkuran,Burung tanah yang bertelur.
XV000469,kgv,Gowien me kasawari reidak.,,,At Gowien there are many cassowary's.,,,,SN000740,Fajaria Yarkuran,Di Tanah Besar itu kasuari banyak.
XV000470,kgv,Lamani esun rorara kasep.,,,Lamani's father is marking wood.,,,,SN000743,Fajaria Yarkuran,Lamani pu bapak garis kayu.
XV000471,kgv,Suagi laurta kaskas bara kanggeit.,,,The tuna play at the water surface; the seagulls come down to play (i.e. eat).,,,,SN000747,Fajaria Yarkuran,Komu bermain burung camar turun bermain.
XV000472,kgv,Abdula emun kasomkararma reba.,,,Abdula's mother is breaking tusk shells.,,,,SN000748,Fajaria Yarkuran,Abdula pu mama pica ciput bambu.
XV000473,kgv,An kasorara kaware naramaste na.,,,"I'm scraping merbau tree, squeezing and drinking it.",,,,SN000749,Fajaria Yarkuran,Saya kori kayu besi pantai ramas baru minum.
XV000474,kgv,Kasur in bo Tamisengga nahalarkin Anafia mu.,,,Tomorrow we go to Antalisa to marry Anafia and spouse.,,,,SN000754,Fajaria Yarkuran,Besok kitong pigi di Antalisa baku nika Anafia dorang.
XV000475,kgv,Malik mu bo kasutpotma reba.,,,Malik and family are cutting bamboo.,,,,SN000755,Fajaria Yarkuran,Malik dong pi potong bambu.
XV000476,kgv,Namandar katka ra in bo war.,,,To Namandar Lake we go fishing,,,,SN000756,Fajaria Yarkuran,Kita pigi di kali Namandar baru pancing.
XV000477,kgv,Jikri kataperor potma reba.,,,Jikri is cutting a catapult.,,,,SN000757,Fajaria Yarkuran,Jikri potong kayu katapel.
XV000478,kgv,Bobi mu bo katawenggawuorma reba.,,,Bobi and family are gone to cut down a forest breadfruit.,,,,SN000758,Fajaria Yarkuran,Bobi dorang pigi tebang sukun hutan.
XV000479,kgv,Makassarsontum kaulat wuorma.,,,A Makassarese cut down a betel palm.,,,,SN000761,Fajaria Yarkuran,Orang Makassar tebang pinang hutan.
XV000480,kgv,Kawul me Gowiena reidak.,,,There are many betel palms at Gowien.,,,,SN000761,Fajaria Yarkuran,Pohon pinang itu di Tanah Besar yang banyak.
XV000481,kgv,Sar oskeit me kawalawalan me reidak.,,,At Sar beach there are many kawalawalan trees.,,,,SN000762,Fajaria Yarkuran,Di pasir Sar itu pohon bentol banyak.
XV000482,kgv,Tomi emun wiendeirta kawaramat ramie.,,,Tomi's mother caught a triggerfish while linefishing.,,,,SN000764,Fajaria Yarkuran,Tomi pu mama buang tali hela ikan kulit tebal.
XV000483,kgv,Binkur esun me sadawaun se kawarcie.,,,Binkur's father's machete broke.,,,,SN000767,Fajaria Yarkuran,Binkur pu bapak punya parang sudah pata.
XV000484,kgv,Kawarsuop yar nerunggo.,,,There's an eel in the stone.,,,,SN000771,Fajaria Yarkuran,Ular muria di dalam batu.
XV000485,kgv,An kona Hidayat esun mu rusat kawaruan.,,,I saw Hidayat's father and family skin a deer.,,,,SN000772,Fajaria Yarkuran,Saya lihat Hidayat punya bapak dorang kupas rusa.
XV000486,kgv,An kawasjiere ladan patkin.,,,I'm buying tread to sew a shirt.,,,,SN000773,Fajaria Yarkuran,Saya beli benang mau jahit baju.
XV000487,kgv,Kalamang esun mu walorkawat reitkon.,,,Kalamang's father's family have one hundred coconut leaf stems.,,,,SN000774,Fajaria Yarkuran,Kalamang pu bapak dorang daun kelapa seratus caga.
XV000488,kgv,Rustam ma waruotkin ba ma narasa kawes.,,,Rustam wanted to bathe but he feld cold.,,,,SN000775,Fajaria Yarkuran,Rustam dia mandi tapi rasa dingin.
XV000489,kgv,Nazuwa emun melalu dodonkawetkawet reba.,,,Nazuwa's mother sits folding clothes.,,,,SN000776,Fajaria Yarkuran,Nazuwa punya mama duduk lipat pakain.
XV000490,kgv,Go lalangda Sakina melalu kadenunat kawiawi.,,,"It was hot, Sakina sat fanning her body.",,,,SN000777,Fajaria Yarkuran,Rasa panas Sakina duduk kipas dia punya badan.
XV000491,kgv,Afdal kawier koetuare jietkin.,,,Afdal cried to buy a hat.,,,,SN000779,Fajaria Yarkuran,Afdal menangis topi mau beli.
XV000492,kgv,Sontum kawirten hari minggu gerejao nasumbiyan.,,,Christians worship at the church on Sunday.,,,,SN000780,Fajaria Yarkuran,Hari minggu orang kristen sembayang di gereja.
XV000493,kgv,Nostal wiekawotma reba.,,,Nostal is peeling a mango tree.,,,,SN000781,Fajaria Yarkuran,Nostal kupas pohon mangga.
XV000494,kgv,Nabil emun mu kawuokjie bubirkuarte di tumtumgin.,,,Nabil's mother and friends buy beans to cook porridge to give to the kids.,,,,SN000782,Fajaria Yarkuran,Nabil pu mama dorang beli kacang mau masak bubur kasih anak-anak.
XV000495,kgv,Gani mu gous repte kayakat paruotkin deba.,,,"Gani and family get bamboo, they want to make a bamboo wall.",,,,SN000784,Fajaria Yarkuran,Gani dorang ambil bambu mau bikin dinding bambu.
XV000496,kgv,Kedederet Sakina mu lenggalenggaunat na.,,,A black bird at Sakina's family's chilli.,,,,SN000788,Fajaria Yarkuran,Burung mata merah makan Sakina dorang punya rica.
XV000497,kgv,Ma kahalonggein potma reba.,,,He is cutting a spear handle.,,,,SN000791,Fajaria Yarkuran,Dia pi potong gagan kalawai.
XV000498,kgv,Keir Sakina mu imunat na.,,,A lorikeet ate Sakina's family's banana.,,,,SN000792,Fajaria Yarkuran,Beo hijau makan Sakina dorang pu pisang.
XV000499,kgv,Keirkeir reidak.,,,There are many lorikeets.,,,,SN000793,Fajaria Yarkuran,Burung urip banyak.
XV000500,kgv,Keirko esnem desa mu Pakpaka botkin.,,,The day after tomorrow the village head and family want to go to Fakfak.,,,,SN000794,Fajaria Yarkuran,Lusa pace desa dorang pi kota.
XV000501,kgv,Pasa me keirun tok kangguar.,,,The top of the rice is still undercooked.,,,,SN000795,Fajaria Yarkuran,Nasi itu di atas masih mentah.
XV000502,kgv,"Keit, keit, keit, suagi kibisko laur.",,,"Go landwards, landwards, landwards, tuna are moving at the landside.",,,,SN000796,Fajaria Yarkuran,"Pi di darat, ada komo yang main di sebelah darat."
